timestamp,violation_type,plate_number,confidence,screenshot_path
20260404_195045_811830,helmetless_riding,VAMAHA KL IOAZ 8471,0.0,violations/helmet/helmetless_riding_20260404_195045_811830.jpg
20260404_195307_351689,helmetless_riding,30-N1 9500 MESN,0.0,violations/helmet/helmetless_riding_20260404_195307_351689.jpg
20260404_195311_860700,helmetless_riding,VAMAHA KL IOAZ 8471,0.0,violations/helmet/helmetless_riding_20260404_195311_860700.jpg
20260404_195457_397241,helmetless_riding,30-N1 9500 MESN,0.0,violations/helmet/helmetless_riding_20260404_195457_397241.jpg
20260404_195504_954064,helmetless_riding,VAMAHA KL IOAZ 8471,0.0,violations/helmet/helmetless_riding_20260404_195504_954064.jpg
20260404_195624_950620,helmetless_riding,N/A,0.0,violations/helmet/helmetless_riding_20260404_195624_950620.jpg
20260404_195746_201297,helmetless_riding,30-N1 9500,0.0,violations/helmet/helmetless_riding_20260404_195746_201297.jpg
20260404_195806_891358,helmetless_riding,KL 10AZ 8471,0.0,violations/helmet/helmetless_riding_20260404_195806_891358.jpg
20260404_195910_515472,helmetless_riding,30-N1 9500 MESN,0.0,violations/helmet/helmetless_riding_20260404_195910_515472.jpg
20260404_200049_381012,helmetless_riding,30-N1 9500,0.0,violations/helmet/helmetless_riding_20260404_200049_381012.jpg
20260404_200053_239806,helmetless_riding,KL 10AZ 8471,0.0,violations/helmet/helmetless_riding_20260404_200053_239806.jpg
20260405_113122_731256,helmetless_riding,30-N1 9500,0.0,violations/helmet/helmetless_riding_20260405_113122_731256.jpg
20260405_113144_999340,helmetless_riding,KL 10AZ 8471,0.0,violations/helmet/helmetless_riding_20260405_113144_999340.jpg
